name,from,to,rating,tv_or_movie,genre,runtime,votes 
6 Underground,2019,None,6.1,Movie,action,128 min,"123,454"
Banshee,2013,2016,8.4,TV,action,60 min,"81,765"
Dorohedoro,2020,None,8.2,TV,action,25 min,"1,556"
SEAL Team,2017,None,7.5,TV,action,43 min,"14,279"
Léon,1994,None,8.5,Movie,action,110 min,"996,286"
Dune,1984,None,6.5,Movie,action,137 min,"119,590"
Battlestar Galactica,2004,2009,8.7,TV,action,44 min,"148,105"
Stargate,1994,None,7.1,Movie,action,116 min,"171,304"
Godzilla vs. Kong,2021,None,None,Movie,action,None,None
Captain America: Civil War,2016,None,7.8,Movie,action,147 min,"636,554"
Scott Pilgrim vs. the World,2010,None,7.5,Movie,action,112 min,"362,712"
Apocalypto,2006,None,7.8,Movie,action,139 min,"283,320"
Raiders of the Lost Ark,1981,None,8.4,Movie,action,115 min,"857,177"
The Old Guard,2020,None,None,Movie,action,118 min,None
Captain Marvel,2019,None,6.9,Movie,action,123 min,"414,838"
John Wick: Chapter 3 - Parabellum,2019,None,7.5,Movie,action,130 min,"249,238"
24,2001,2010,8.3,TV,action,44 min,"167,485"
The Punisher,2017,2019,8.5,TV,action,53 min,"171,449"
Wonder Woman,2017,None,7.4,Movie,action,141 min,"529,436"
Jumanji: Welcome to the Jungle,2017,None,6.9,Movie,action,119 min,"302,792"
Anna,(201,None,6.6,TV,action,118 min,"50,863"
Spider-Man: Into the Spider-Verse,2018,None,8.4,Movie,action,117 min,"322,238"
Ready Player One,2018,None,7.5,Movie,action,140 min,"345,777"
Justice League Dark: Apokolips War,2020,None,7.8,TV,action,90 min,"10,085"
See,2019,None,7.6,TV,action,60 min,"34,131"
S.W.A.T.,2017,None,7,TV,action,43 min,"12,385"
Aquaman,2018,None,7,Movie,action,143 min,"339,979"
Spenser Confidential,2020,None,6.2,Movie,action,111 min,"56,015"
"Magnum, P.I.",1980,1988,7.5,TV,action,48 min,"21,298"
Shazam!,2019,None,7.1,Movie,action,132 min,"233,554"
Avengers: Age of Ultron,2015,None,7.3,Movie,action,141 min,"715,515"
John Wick,2014,None,7.4,Movie,action,101 min,"512,315"
Batman Begins,2005,None,8.2,Movie,action,140 min,"1,265,646"
Rampage,2018,None,6.1,Movie,action,107 min,"134,863"
Starship Troopers,1997,None,7.2,Movie,action,129 min,"261,136"
Fury,2014,None,7.6,Movie,action,134 min,"410,642"
Chuck,2007,2012,8.2,TV,action,43 min,"124,685"
Tomb Raider,2018,None,6.3,Movie,action,119 min,"182,791"
The Eternals,2021,None,None,Movie,action,None,None
Charlie's Angels,2019,None,4.7,Movie,action,118 min,"42,317"
Baywatch,1989,2001,5.3,TV,action,60 min,"24,013"
Deadpool 2,2018,None,7.7,Movie,action,119 min,"453,286"
Spider-Man: Homecoming,2017,None,7.4,Movie,action,133 min,"486,823"
Star Wars,1977,None,8.6,Movie,action,121 min,"1,194,245"
The Patriot,2000,None,7.2,Movie,action,165 min,"248,541"
Tombstone,1993,None,7.8,Movie,action,130 min,"121,589"
Man of Steel,2013,None,7,Movie,action,143 min,"674,052"
She-Ra and the Princesses of Power,2018,2020,7.5,TV,action,30 min,"6,298"
Angel Has Fallen,2019,None,6.4,Movie,action,121 min,"68,576"
Longmire,2012,2017,8.3,TV,action,60 min,"27,609"
Guardians of the Galaxy Vol. 2,2017,None,7.6,Movie,action,136 min,"542,063"
Star Wars: Episode I - The Phantom Menace,1999,None,6.5,Movie,action,136 min,"707,344"
The Revenant,2015,None,8,Movie,action,156 min,"676,593"
Den of Thieves,2018,None,7,Movie,action,140 min,"86,373"
Zombieland: Double Tap,2019,None,6.7,Movie,action,99 min,"112,706"
Batman v Superman: Dawn of Justice,2016,None,6.5,Movie,action,151 min,"606,882"
The Nice Guys,2016,None,7.4,Movie,action,116 min,"265,189"
Priest,2011,None,5.7,Movie,action,87 min,"112,442"
Colony,2016,2018,7.4,TV,action,42 min,"28,524"
F9,2021,None,None,Movie,action,145 min,None
Boku no hîrô akademia,2016,None,8.5,TV,action,24 min,"26,603"
Blade Runner,1982,None,8.1,Movie,action,117 min,"670,913"
Monster Hunter,2020,None,None,Movie,action,None,None
Watchmen,2009,None,7.6,Movie,action,162 min,"486,234"
The Debt Collector 2,2020,None,5.6,Movie,action,97 min,583
The Avengers,2012,None,8,Movie,action,143 min,"1,233,971"
Equilibrium,2002,None,7.4,Movie,action,107 min,"306,385"
Dark Phoenix,2019,None,5.8,Movie,action,113 min,"140,650"
Avatar 2,2021,None,None,Movie,action,None,None
Code 8,2019,None,6.1,Movie,action,98 min,"28,363"
Future Man,2017,2020,7.8,TV,action,30 min,"19,324"
King Arthur: Legend of the Sword,2017,None,6.7,Movie,action,126 min,"184,494"
Baby Driver,2017,None,7.6,Movie,action,113 min,"413,543"
Barry,2018,None,8.3,TV,action,30 min,"39,006"
Jurassic World: Fallen Kingdom,2018,None,6.2,Movie,action,128 min,"250,426"
Magnum P.I.,2018,None,5.7,TV,action,43 min,"7,929"
Deadpool,2016,None,8,Movie,action,108 min,"874,155"
Enterprise,2001,2005,7.5,TV,action,60 min,"43,572"
Kill Bill: Vol. 1,2003,None,8.1,Movie,action,111 min,"967,599"
The Meg,2018,None,5.7,Movie,action,113 min,"137,028"
Strike Back,2010,2020,8.2,TV,action,45 min,"28,515"
Rogue One,2016,None,7.8,Movie,action,133 min,"532,616"
Star Wars: The Last Jedi,2017,None,7,Movie,action,152 min,"541,331"
Logan,2017,None,8.1,Movie,action,137 min,"618,687"
Iron Man,2008,None,7.9,Movie,action,126 min,"913,652"
The Fifth Element,1997,None,7.7,Movie,action,126 min,"421,961"
Harry Potter and the Order of the Phoenix,2007,None,7.5,Movie,action,138 min,"488,018"
The King's Man,2020,None,None,Movie,action,None,None
Thor,2011,None,7,Movie,action,115 min,"725,038"
Terminator 2: Judgment Day,1991,None,8.5,Movie,action,137 min,"965,993"
Angel,1999,2004,7.9,TV,action,44 min,"62,407"
Solo: A Star Wars Story,2018,None,6.9,Movie,action,135 min,"272,344"
300,2006,None,7.6,Movie,action,117 min,"718,279"
The Hunger Games: Catching Fire,2013,None,7.5,Movie,action,146 min,"598,832"
Doctor Strange,2016,None,7.5,Movie,action,115 min,"570,921"
The First Purge,2018,None,5.2,Movie,action,97 min,"50,758"
MacGyver,2016,None,5.2,TV,action,43 min,"16,020"
Waterworld,1995,None,6.2,Movie,action,135 min,"175,193"
Maleficent,2014,None,7,Movie,action,97 min,"333,495"
Kingdom,2019,None,8.4,TV,action,45 min,"23,882"
Kong: Skull Island,2017,None,6.6,Movie,action,118 min,"259,060"
Aliens,1986,None,8.3,Movie,action,137 min,"633,421"
Spider-Man,2002,None,7.3,Movie,action,121 min,"670,366"
Venom,2018,None,6.7,Movie,action,112 min,"334,537"
Casino Royale,2006,None,8,Movie,action,144 min,"565,792"
RoboCop,1987,None,7.5,Movie,action,102 min,"225,805"
Armageddon,1998,None,6.7,Movie,action,151 min,"387,231"
The Dark Tower,2017,None,5.6,Movie,action,95 min,"121,660"
World War Z,2013,None,7,Movie,action,116 min,"585,449"
Cobra Kai,2018,None,8.8,TV,action,30 min,"40,551"
Jurassic World,2015,None,7,Movie,action,124 min,"565,019"
Station 19,2018,None,6.5,TV,action,60 min,"6,862"
Pirates of the Caribbean: On Stranger Tides,2011,None,6.6,Movie,action,137 min,"468,886"
Jack Reacher,2012,None,7,Movie,action,130 min,"299,345"
Jessica Jones,2015,2019,8,TV,action,56 min,"187,200"
Stuber,2019,None,6.2,Movie,action,93 min,"35,264"
Star Wars: The Force Awakens,2015,None,7.9,Movie,action,138 min,"839,615"
Transformers,2007,None,7,Movie,action,144 min,"586,021"
Hotel Artemis,2018,None,6.1,Movie,action,94 min,"40,177"
Bad Boys,1995,None,6.9,Movie,action,119 min,"232,468"
Spooks,2002,2011,8.2,TV,action,60 min,"13,970"
Dante's Peak,1997,None,5.9,Movie,action,108 min,"78,678"
Oldeuboi,2003,None,8.4,Movie,action,101 min,"494,880"
X: First Class,2011,None,7.7,Movie,action,131 min,"633,096"
El Camino: A Breaking Bad Movie,2019,None,7.3,Movie,action,122 min,"166,125"
The Spy Who Dumped Me,2018,None,6,Movie,action,117 min,"63,802"
Men in Black: International,2019,None,5.6,Movie,action,114 min,"99,477"
Total Recall,1990,None,7.5,Movie,action,113 min,"291,723"
Harry Potter and the Half-Blood Prince,2009,None,7.6,Movie,action,153 min,"452,162"
21 Bridges,2019,None,6.6,Movie,action,99 min,"31,194"
Godzilla: King of the Monsters,2019,None,6,Movie,action,132 min,"121,171"
Gemini Man,2019,None,5.7,Movie,action,117 min,"66,031"
The New Mutants,2020,None,None,Movie,action,None,None
Orphan Black,2013,2017,8.3,TV,action,44 min,"97,724"
Baywatch,2017,None,5.5,Movie,action,116 min,"153,911"
The Terminator,1984,None,8,Movie,action,107 min,"776,972"
Sicario,2015,None,7.6,Movie,action,121 min,"355,614"
Rome,2005,2007,8.7,TV,action,52 min,"149,583"
Kingsman: The Secret Service,2014,None,7.7,Movie,action,129 min,"574,389"
JoJo no kimyô-na bôken,2012,None,8.4,TV,action,30 min,"7,006"
Minority Report,2002,None,7.6,Movie,action,145 min,"493,955"
Malang - Unleash the Madness,2020,None,6.5,Movie,action,135 min,"5,919"
Spectre,2015,None,6.8,Movie,action,148 min,"373,130"
The Assignment,2016,None,4.6,Movie,action,95 min,"7,031"
Mission: Impossible,1996,None,7.1,Movie,action,110 min,"376,583"
Star Wars: Episode V - The Empire Strikes Back,1980,None,8.7,Movie,action,124 min,"1,121,836"
Shadowhunters: The Mortal Instruments,2016,2019,6.6,TV,action,42 min,"49,954"
Free Guy,2020,None,None,Movie,action,None,None
The Lost World: Jurassic Park,1997,None,6.6,Movie,action,129 min,"366,573"
Die Another Day,2002,None,6.1,Movie,action,133 min,"200,254"
Point Break,1991,None,7.3,Movie,action,122 min,"150,551"
The Mummy,1999,None,7,Movie,action,124 min,"381,465"
Pirates of the Caribbean: Dead Man's Chest,2006,None,7.3,Movie,action,151 min,"639,757"
Rambo: Last Blood,2019,None,6.2,Movie,action,89 min,"69,629"
CSI: Miami,2002,2012,6.4,TV,action,43 min,"51,823"
Star Trek,2009,None,7.9,Movie,action,127 min,"569,402"
Hunter x Hunter,2011,2014,8.9,TV,action,24 min,"45,386"
The Hunger Games: Mockingjay - Part 2,2015,None,6.5,Movie,action,137 min,"273,645"
Train to Busan,2016,None,7.5,Movie,action,118 min,"141,601"
The Fast and the Furious,2001,None,6.8,Movie,action,106 min,"337,853"
Naruto: Shippûden,2007,2017,8.6,TV,action,24 min,"73,762"
Captain America: The Winter Soldier,2014,None,7.7,Movie,action,136 min,"712,493"
Almost Paradise,2020,None,6.7,Movie,action,45 min,763
Ocean's Eight,2018,None,6.2,Movie,action,110 min,"171,221"
Iron Man Three,2013,None,7.2,Movie,action,130 min,"733,862"
The Man from U.N.C.L.E.,2015,None,7.3,Movie,action,116 min,"258,929"
Triple Frontier,2019,None,6.4,Movie,action,125 min,"98,654"
Edge of Tomorrow,2014,None,7.9,Movie,action,113 min,"580,153"
Ant-Man,2015,None,7.3,Movie,action,117 min,"547,230"
Die Hard,1988,None,8.2,Movie,action,132 min,"761,406"
Hagane no renkinjutsushi,2009,2012,9.1,TV,action,24 min,"105,784"
Teenage Mutant Ninja Turtles,1990,None,6.8,Movie,action,93 min,"82,891"
X-Men: Apocalypse,2016,None,6.9,Movie,action,144 min,"380,918"
Road House,1989,None,6.6,Movie,action,114 min,"60,128"
Ghostbusters,1984,None,7.8,Movie,action,105 min,"343,642"
Valerian and the City of a Thousand Planets,2017,None,6.5,Movie,action,137 min,"155,326"
Star Wars: Episode II - Attack of the Clones,2002,None,6.5,Movie,action,142 min,"620,335"
Gravity Falls,2012,2016,8.9,TV,action,23 min,"64,958"
The Kitchen,2019,None,5.4,Movie,action,102 min,"12,383"
I Am Legend,2007,None,7.2,Movie,action,101 min,"669,328"
Star Wars: Episode III - Revenge of the Sith,2005,None,7.5,Movie,action,140 min,"688,520"
Legion,2017,2019,8.3,TV,action,60 min,"79,418"
Black Lightning,2018,None,6.1,TV,action,43 min,"19,814"
Man on Fire,2004,None,7.7,Movie,action,146 min,"321,290"
The Karate Kid,1984,None,7.2,Movie,action,126 min,"167,163"
Murder Mystery,2019,None,6,Movie,action,97 min,"90,480"
Fast & Furious 7,2015,None,7.1,Movie,action,137 min,"350,812"
Star Wars: Episode VI - Return of the Jedi,1983,None,8.3,Movie,action,131 min,"919,893"
Naruto,2002,2007,8.3,TV,action,24 min,"63,428"
Adventure Time with Finn & Jake,2010,2018,8.6,TV,action,11 min,"72,305"
Batman,1989,None,7.5,Movie,action,126 min,"329,141"
Hanna,2019,None,7.5,TV,action,60 min,"18,353"
Predator,1987,None,7.8,Movie,action,107 min,"361,570"
Van Helsing,2004,None,6.1,Movie,action,131 min,"238,971"
Mercury Rising,1998,None,6.2,Movie,action,111 min,"66,377"
The Matrix Reloaded,2003,None,7.2,Movie,action,138 min,"501,878"
Tropic Thunder,2008,None,7,Movie,action,107 min,"369,090"
Mortal Kombat,1995,None,5.8,Movie,action,101 min,"98,888"
The Rhythm Section,2020,None,5.2,Movie,action,109 min,"7,416"
Divergent,2014,None,6.7,Movie,action,139 min,"415,602"
Killing Gunther,2017,None,4.7,Movie,action,92 min,"10,593"
Baki,2018,None,6.7,TV,action,45 min,"2,738"
Thor: The Dark World,2013,None,6.9,Movie,action,112 min,"576,914"
One Punch Man: Wanpanman,2015,None,8.8,TV,action,24 min,"103,211"
Thor: Love and Thunder,2022,None,None,Movie,action,None,None
Knightfall,2017,None,6.8,TV,action,60 min,"15,482"
The Suicide Squad,2021,None,None,Movie,action,None,None
American Sniper,2014,None,7.3,Movie,action,133 min,"425,091"
X-Men,2000,None,7.4,Movie,action,104 min,"558,302"
Stargate: Atlantis,2004,2009,8.1,TV,action,44 min,"59,547"
The Incredible Hulk,2008,None,6.7,Movie,action,112 min,"423,037"
Pacific Rim: Uprising,2018,None,5.6,Movie,action,111 min,"101,179"
Scorpion,2014,2018,7.1,TV,action,43 min,"45,035"
Indiana Jones and the Temple of Doom,1984,None,7.6,Movie,action,118 min,"433,083"
Pirates of the Caribbean: At World's End,2007,None,7.1,Movie,action,169 min,"581,112"
Star Trek Beyond,2016,None,7.1,Movie,action,122 min,"220,966"
Bumblebee,2018,None,6.8,Movie,action,114 min,"126,707"
Burn Notice,2007,2013,7.9,TV,action,44 min,"66,608"
Upgrade,2018,None,7.5,Movie,action,100 min,"138,721"
Demon Slayer: Kimetsu No Yaiba,2019,None,8.8,TV,action,25 min,"13,523"
Tron,2010,None,6.8,Movie,action,125 min,"307,169"
The Predator,2018,None,5.4,Movie,action,107 min,"110,621"
Oblivion,2013,None,7,Movie,action,124 min,"473,555"
12 Strong,2018,None,6.6,Movie,action,130 min,"62,896"
Nomis,2018,None,5.9,Movie,action,98 min,"11,535"
Ant-Man and the Wasp,2018,None,7.1,Movie,action,118 min,"289,233"
John Wick: Chapter 2,2017,None,7.5,Movie,action,122 min,"345,809"
G.I. Joe: The Rise of Cobra,2009,None,5.8,Movie,action,118 min,"196,043"
Transformers: The Last Knight,2017,None,5.2,Movie,action,154 min,"130,465"
Swamp Thing,2019,None,7.6,Movie,action,60 min,"16,817"
My Spy,2020,None,6.2,Movie,action,99 min,"8,707"
Sacred Games,2018,None,8.7,TV,action,50 min,"67,744"
From Dusk Till Dawn,1996,None,7.2,Movie,action,108 min,"278,537"
Polar,2019,None,6.3,Movie,action,118 min,"69,005"
The Last Ship,2014,2018,7.5,TV,action,60 min,"53,060"
Iron Fist,2017,2018,6.5,TV,action,55 min,"109,856"
A Knight's Tale,2001,None,6.9,Movie,action,132 min,"165,235"
Skyfall,2012,None,7.7,Movie,action,143 min,"616,568"
Iron Man 2,2010,None,7,Movie,action,124 min,"700,178"
Castlevania,2017,None,8.2,TV,action,23 min,"34,023"
Kill Bill: Vol. 2,2004,None,8,Movie,action,137 min,"661,527"
Kingsman: The Golden Circle,2017,None,6.7,Movie,action,141 min,"257,749"
The Last Samurai,2003,None,7.7,Movie,action,154 min,"388,299"
Shichinin no samurai,1954,None,8.6,Movie,action,207 min,"304,103"
Constantine,2005,None,7,Movie,action,121 min,"295,715"
The Hunger Games: Mockingjay - Part 1,2014,None,6.6,Movie,action,123 min,"400,625"
King Kong,2005,None,7.2,Movie,action,187 min,"381,933"
Into the Badlands,2015,2019,8,TV,action,42 min,"39,310"
The Equalizer,2014,None,7.2,Movie,action,132 min,"321,298"
GoldenEye,1995,None,7.2,Movie,action,130 min,"232,880"
Okja,2017,None,7.3,Movie,action,120 min,"95,888"
Willow,1988,None,7.3,Movie,action,126 min,"98,068"
X-Men Origins: Wolverine,2009,None,6.6,Movie,action,107 min,"456,667"
Mission: Impossible - Ghost Protocol,2011,None,7.4,Movie,action,132 min,"446,050"
The Purge,2018,2019,6.4,TV,action,42 min,"10,957"
Robin Hood: Prince of Thieves,1991,None,6.9,Movie,action,143 min,"173,567"
One Piece: Wan pîsu,1999,None,8.7,TV,action,24 min,"61,034"
Underworld,2003,None,7,Movie,action,121 min,"247,795"
The Incredibles,2004,None,8,Movie,action,115 min,"637,488"
Spider-Man 4: Fan Film,2020,None,None,Movie,action,None,None
JAG,1995,2005,6.6,TV,action,60 min,"15,942"
Shooter,2016,2018,7.5,TV,action,60 min,"29,389"
Speed,1994,None,7.2,Movie,action,116 min,"319,167"
Van Helsing,2016,None,6.2,TV,action,60 min,"16,604"
Lucy,2014,None,6.4,Movie,action,89 min,"429,354"
Pacific Rim,2013,None,6.9,Movie,action,131 min,"457,465"
Lethal Weapon,2016,2019,7.9,TV,action,44 min,"34,200"
Runaways,2017,2019,7,TV,action,60 min,"20,463"
Hanna,2011,None,6.8,Movie,action,111 min,"186,310"
Hellboy,2019,None,5.2,Movie,action,120 min,"72,266"
The Falcon and the Winter Soldier,2020,None,None,TV,action,60 min,None
Death Proof,2007,None,7,Movie,action,113 min,"261,296"
Looper,2012,None,7.4,Movie,action,113 min,"522,304"
Incredibles 2,2018,None,7.6,Movie,action,118 min,"234,962"
The Hunt for Red October,1990,None,7.6,Movie,action,135 min,"173,067"
Nanatsu no taizai,2014,None,8.1,TV,action,24 min,"18,526"
9-1-1: Lone Star,2020,None,6.4,TV,action,43 min,"4,466"
Overlord,2018,None,6.6,Movie,action,110 min,"77,671"
Jack Reacher: Never Go Back,2016,None,6.1,Movie,action,118 min,"132,396"
The Wild Bunch,1969,None,7.9,Movie,action,135 min,"75,424"
Hell or High Water,(201,None,7.6,TV,action,102 min,"194,881"
The Rising Hawk,2019,None,6.4,Movie,action,135 min,"1,257"
Yip Man 4,2019,None,7.1,Movie,action,107 min,"17,227"
Jurassic World: Dominion,2021,None,None,Movie,action,None,None
Spider-Man 3,2007,None,6.2,Movie,action,139 min,"485,538"
Independence Day,1996,None,7,Movie,action,145 min,"515,381"
Agent Carter,2015,2016,7.9,TV,action,42 min,"70,484"
Henry Danger,2014,2020,5.6,TV,action,30 min,"2,850"
The Magnificent Seven,2016,None,6.9,Movie,action,132 min,"179,320"
Quantum Leap,1989,1993,8.1,TV,action,60 min,"25,203"
X-Men: Days of Future Past,2014,None,8,Movie,action,132 min,"646,166"
Planet of the Apes,2001,None,5.7,Movie,action,119 min,"206,853"
Jarhead,2005,None,7,Movie,action,125 min,"171,528"
Red Sparrow,2018,None,6.6,Movie,action,140 min,"156,708"
WandaVision,2020,None,None,TV,action,None,None
Air Force One,1997,None,6.5,Movie,action,124 min,"175,167"
American Made,2017,None,7.2,Movie,action,114 min,"151,037"
The Fate of the Furious,2017,None,6.7,Movie,action,136 min,"196,822"
The Fast and the Furious: Tokyo Drift,2006,None,6,Movie,action,104 min,"233,765"
Sucker Punch,2011,None,6,Movie,action,110 min,"225,525"
Batman & Robin,1997,None,3.7,Movie,action,125 min,"228,290"
Battleship,2012,None,5.8,Movie,action,131 min,"232,085"
Robin Hood,2010,None,6.6,Movie,action,140 min,"248,024"
Immortals,2011,None,6,Movie,action,110 min,"157,973"
San Andreas,2015,None,6,Movie,action,114 min,"205,093"
No Escape,2015,None,6.8,Movie,action,103 min,"75,383"
Mortal Kombat Legends: Scorpion's Revenge,2020,None,7.5,Movie,action,80 min,"7,955"
The Beastmaster,1982,None,6.2,Movie,action,118 min,"19,753"
Avatar: The Last Airbender,None,None,None,Movie,action,None,None
Mission: Impossible - Rogue Nation,2015,None,7.4,Movie,action,131 min,"331,187"
Mad Max,1979,None,6.9,Movie,action,88 min,"185,548"
The League of Extraordinary Gentlemen,2003,None,5.8,Movie,action,110 min,"163,390"
Lone Survivor,2013,None,7.5,Movie,action,121 min,"259,444"
The Other Guys,2010,None,6.6,Movie,action,107 min,"235,561"
Escape Room,2019,None,6.3,Movie,action,99 min,"75,162"
Miami Vice,1984,1989,7.4,TV,action,48 min,"22,336"
"Lock, Stock and Two Smoking Barrels",1998,None,8.2,Movie,action,107 min,"519,677"
Ghost in the Shell,2017,None,6.3,Movie,action,107 min,"189,736"
2012,2009,None,5.8,Movie,action,158 min,"344,688"
